id,Category,Ambiguity,Cas_No,CAS,Chemical_Formula,Molar_Mass,Chemical_Name,IUPAC_name,Alt_Chem_Name,Acronym,Alt_Acronym,INCHIKEY,DTXSID,DTXCID,SMILES,SMILES_CAN,INCHI_STRING,Note
chem1464,Arene,NA,527-84-4,527844,C10H14,134.222,2-Isopropyltoluene,1-Methyl-2-(propan-2-yl)benzene,1-Isopropyl-2-methylbenzene,NA,NA,WWRCMNKATXZARA-UHFFFAOYSA-N,DTXSID1052165,DTXCID1030735,CC(C)C1=C(C)C=CC=C1,NA,"InChI=1S/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3",NA
chem1465,Arene,NA,141-93-5,141935,C10H14,134.222,"1,3-Diethylbenzene","1,3-Diethylbenzene",NA,NA,NA,AFZZYIJIWUTJFO-UHFFFAOYSA-N,DTXSID1022003,DTXCID402003,CCC1=CC(CC)=CC=C1,NA,"InChI=1S/C10H14/c1-3-9-6-5-7-10(4-2)8-9/h5-8H,3-4H2,1-2H3",NA
chem1466,Arene,NA,1074-43-7,1074437,C10H14,134.222,3-Propyltoluene,1-Methyl-3-propylbenzene,NA,NA,NA,QUEBYVKXYIKVSO-UHFFFAOYSA-N,DTXSID4061468,DTXCID2033077,CCCC1=CC(C)=CC=C1,NA,"InChI=1S/C10H14/c1-3-5-10-7-4-6-9(2)8-10/h4,6-8H,3,5H2,1-2H3",NA
chem1467,Arene,NA,1074-55-1,1074551,C10H14,134.222,4-Propyltoluene,1-Methyl-4-propylbenzene,p-Propyltoluene,NA,NA,JXFVMNFKABWTHD-UHFFFAOYSA-N,DTXSID8061470,DTXCID2033079,CCCC1=CC=C(C)C=C1,NA,"InChI=1S/C10H14/c1-3-4-10-7-5-9(2)6-8-10/h5-8H,3-4H2,1-2H3",NA
chem1468,Arene,NA,135-01-3,135013,C10H14,134.222,"1,2-Diethylbenzene","1,2-Diethylbenzene",o-Diethylbenzene,NA,NA,KVNYFPKFSJIPBJ-UHFFFAOYSA-N,DTXSID6052742,DTXCID507866,CCC1=CC=CC=C1CC,NA,"InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3",NA
chem1469,Arene,NA,934-74-7,934747,C10H14,134.222,5-Ethyl-m-xylene,"1-Ethyl-3,5-dimethylbenzene","1,3-Dimethyl-5-ethylbenzene",NA,NA,LMAUULKNZLEMGN-UHFFFAOYSA-N,DTXSID1061316,DTXCID3048863,CCC1=CC(C)=CC(C)=C1,NA,"InChI=1S/C10H14/c1-4-10-6-8(2)5-9(3)7-10/h5-7H,4H2,1-3H3",NA
chem1470,Arene,NA,105-05-5,105055,C10H14,134.222,"1,4-Diethylbenzene","1,4-Diethylbenzene",NA,NA,NA,DSNHSQKRULAAEI-UHFFFAOYSA-N,DTXSID4026711,DTXCID706711,CCC1=CC=C(CC)C=C1,NA,"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3",NA
chem1471,Arene,NA,1074-17-5,1074175,C10H14,134.222,2-Propyltoluene,1-Methyl-2-propylbenzene,NA,NA,NA,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID4061466,DTXCID2033075,CCCC1=C(C)C=CC=C1,NA,"InChI=1S/C10H14/c1-3-6-10-8-5-4-7-9(10)2/h4-5,7-8H,3,6H2,1-2H3",NA
chem1472,Arene,NA,1758-88-9,1758889,C10H14,134.222,2-Ethyl-p-xylene,"2-Ethyl-1,4-dimethylbenzene","1,4-Dimethyl-2-ethylbenzene",NA,NA,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID0061951,DTXCID5035587,CCC1=C(C)C=CC(C)=C1,NA,"InChI=1S/C10H14/c1-4-10-7-8(2)5-6-9(10)3/h5-7H,4H2,1-3H3",NA
chem1473,Arene,NA,934-80-5,934805,C10H14,134.222,4-Ethyl-o-xylene,"4-Ethyl-1,2-dimethylbenzene","1,2-Dimethyl-4-ethylbenzene",NA,NA,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID6061317,DTXCID8048864,CCC1=CC(C)=C(C)C=C1,NA,"InChI=1S/C10H14/c1-4-10-6-5-8(2)9(3)7-10/h5-7H,4H2,1-3H3",NA
chem1474,Arene,NA,2870-04-04,2870044,C10H14,134.222,2-Ethyl-m-xylene,"2-Ethyl-1,3-dimethylbenzene","1,3-Dimethyl-2-ethylbenzene",NA,NA,CHIKRULMSSADAF-UHFFFAOYSA-N,DTXSID1062675,DTXCID6037855,CCC1=C(C)C=CC=C1C,NA,"InChI=1S/C10H14/c1-4-10-8(2)6-5-7-9(10)3/h5-7H,4H2,1-3H3",NA
chem1475,Arene,NA,933-98-2,933982,C10H14,134.222,3-Ethyl-o-xylene,"1-Ethyl-2,3-dimethylbenzene","1,2-Dimethyl-3-ethylbenzene",NA,NA,QUBBAXISAHIDNM-UHFFFAOYSA-N,DTXSID00865479,DTXCID70813881,CCC1=C(C)C(C)=CC=C1,NA,"InChI=1S/C10H14/c1-4-10-7-5-6-8(2)9(10)3/h5-7H,4H2,1-3H3",NA
chem1476,Arene,NA,95-93-2,95932,C10H14,134.222,"1,2,4,5-Tetramethylbenzene","1,2,4,5-Tetramethylbenzene","1,2,4,5-Tetramethylbenzene",NA,NA,SQNZJJAZBFDUTD-UHFFFAOYSA-N,DTXSID1029124,DTXCID309124,CC1=CC(C)=C(C)C=C1C,NA,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",NA
chem1477,Terpene,NA,123-35-3,123353,C10H16,136.238,Myrcene,"7-Methyl-3-methylideneocta-1,6-diene",NA,NA,NA,UAHWPYUMFXYFJY-UHFFFAOYSA-N,DTXSID6025692,DTXCID205692,CC(C)=CCCC(=C)C=C,NA,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",NA
chem1478,Terpene,NA,5989-27-5,5989275,C10H16,136.238,d-Limonene,(4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,(+)-?-Limonene,NA,NA,XMGQYMWWDOXHJM-JTQLQIEISA-N,DTXSID1020778,DTXCID50778,CC(=C)[C@@H]1CCC(C)=CC1,NA,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1",NA
chem1479,Terpene,NA,5989-54-8,5989548,C10H16,136.238,l-Limonene,(4S)-1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,(-)-?-Limonene,NA,NA,XMGQYMWWDOXHJM-SNVBAGLBSA-N,DTXSID6047078,DTXCID4027078,CC(=C)[C@H]1CCC(C)=CC1,NA,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m1/s1",NA
chem1480,Alkene,NA,872-05-9,872059,C10H20,140.27,1-Decene,Dec-1-ene,NA,NA,NA,AFFLGGQVNFXPEV-UHFFFAOYSA-N,DTXSID8027329,DTXCID507329,CCCCCCCCC=C,NA,"InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3",NA
chem1481,Cyclic,NA,3178-22-1,3178221,C10H20,140.27,tert-Butylcyclohexane,tert-Butylcyclohexane,NA,NA,NA,XTVMZZBLCLWBPM-UHFFFAOYSA-N,DTXSID80185642,DTXCID20108133,CC(C)(C)C1CCCCC1,NA,"InChI=1S/C10H20/c1-10(2,3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",NA
chem1482,Cyclic,NA,99-82-1,99821,C10H20,140.27,1-Isopropyl-4-methylcyclohexane,1-Methyl-4-(propan-2-yl)cyclohexane,NA,NA,NA,CFJYNSNXFXLKNS-UHFFFAOYSA-N,DTXSID9025530,DTXCID405530,CC(C)C1CCC(C)CC1,NA,"InChI=1S/C10H20/c1-8(2)10-6-4-9(3)5-7-10/h8-10H,4-7H2,1-3H3",NA
chem1483,Arene,NA,538-68-1,538681,C11H16,148.249,Pentylbenzene,Pentylbenzene,NA,NA,NA,PWATWSYOIIXYMA-UHFFFAOYSA-N,DTXSID6022054,DTXCID302054,CCCCCC1=CC=CC=C1,NA,"InChI=1S/C11H16/c1-2-3-5-8-11-9-6-4-7-10-11/h4,6-7,9-10H,2-3,5,8H2,1H3",NA
chem1484,Arene,NA,700-12-9,700129,C11H16,148.249,Pentamethylbenzene,"1,2,3,4,5-Pentamethylbenzene",NA,NA,NA,BEZDDPMMPIDMGJ-UHFFFAOYSA-N,DTXSID6061024,DTXCID8046614,CC1=CC(C)=C(C)C(C)=C1C,NA,"InChI=1S/C11H16/c1-7-6-8(2)10(4)11(5)9(7)3/h6H,1-5H3",NA
chem1485,PAH,NA,939-27-5,939275,C12H12,156.228,2-Ethylnaphthalene,2-Ethylnaphthalene,NA,NA,NA,RJTJVVYSTUQWNI-UHFFFAOYSA-N,DTXSID9061330,DTXCID1048887,CCC1=CC=C2C=CC=CC2=C1,NA,"InChI=1S/C12H12/c1-2-10-7-8-11-5-3-4-6-12(11)9-10/h3-9H,2H2,1H3",NA
chem1486,PAH,NA,569-41-5,569415,C12H12,156.228,"1,8-Dimethylnaphthalene","1,8-Dimethylnaphthalene",NA,NA,NA,XAABPYINPXYOLM-UHFFFAOYSA-N,DTXSID6060347,DTXCID8042137,CC1=CC=CC2=CC=CC(C)=C12,NA,"InChI=1S/C12H12/c1-9-5-3-7-11-8-4-6-10(2)12(9)11/h3-8H,1-2H3",NA
chem1487,PAH,NA,582-16-1,582161,C12H12,156.228,"2,7-Dimethylnaphthalene","2,7-Dimethylnaphthalene",NA,NA,NA,LRQYSMQNJLZKPS-UHFFFAOYSA-N,DTXSID7060386,DTXCID9042336,CC1=CC2=CC(C)=CC=C2C=C1,NA,"InChI=1S/C12H12/c1-9-3-5-11-6-4-10(2)8-12(11)7-9/h3-8H,1-2H3",NA
chem1488,PAH,NA,575-37-1,575371,C12H12,156.228,"1,7-Dimethylnaphthalene","1,7-Dimethylnaphthalene",NA,NA,NA,SPUWFVKLHHEKGV-UHFFFAOYSA-N,DTXSID7073197,DTXCID2042224,CC1=CC=C2C=CC=C(C)C2=C1,NA,"InChI=1S/C12H12/c1-9-6-7-11-5-3-4-10(2)12(11)8-9/h3-8H,1-2H3",NA
chem1489,PAH,NA,575-43-9,575439,C12H12,156.228,"1,6-Dimethylnaphthalene","1,6-Dimethylnaphthalene",NA,NA,NA,CBMXCNPQDUJNHT-UHFFFAOYSA-N,DTXSID7022415,DTXCID302415,CC1=CC2=C(C=C1)C(C)=CC=C2,NA,"InChI=1S/C12H12/c1-9-6-7-12-10(2)4-3-5-11(12)8-9/h3-8H,1-2H3",NA
chem1490,Arene,NA,1077-16-3,1077163,C12H18,162.276,Hexylbenzene,Hexylbenzene,NA,NA,NA,LTEQMZWBSYACLV-UHFFFAOYSA-N,DTXSID8061476,DTXCID0033091,CCCCCCC1=CC=CC=C1,NA,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3",NA
chem1491,Arene,NA,101-81-5,101815,C13H12,168.239,Diphenylmethane,"1,1'-Methylenedibenzene",NA,NA,NA,CZZYITDELCSZES-UHFFFAOYSA-N,DTXSID1041891,DTXCID9021891,C(C1=CC=CC=C1)C1=CC=CC=C1,NA,"InChI=1S/C13H12/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1-10H,11H2",NA
chem1492,Arene,NA,1078-71-3,1078713,C13H20,176.303,Heptylbenzene,Heptylbenzene,NA,NA,NA,LBNXAWYDQUGHGX-UHFFFAOYSA-N,DTXSID3061477,DTXCID5033094,CCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C13H20/c1-2-3-4-5-7-10-13-11-8-6-9-12-13/h6,8-9,11-12H,2-5,7,10H2,1H3",NA
chem1493,Arene,NA,2189-60-8,2189608,C14H22,190.33,Octylbenzene,Octylbenzene,NA,NA,NA,CDKDZKXSXLNROY-UHFFFAOYSA-N,DTXSID2062240,DTXCID8036570,CCCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C14H22/c1-2-3-4-5-6-8-11-14-12-9-7-10-13-14/h7,9-10,12-13H,2-6,8,11H2,1H3",NA
chem1494,PAH,NA,613-12-7,613127,C15H12,192.261,2-Methylanthracene,2-Methylanthracene,NA,NA,NA,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,DTXSID8060616,DTXCID6042995,CC1=CC2=CC3=CC=CC=C3C=C2C=C1,NA,"InChI=1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",NA
chem1495,PAH,NA,832-71-3,832713,C15H12,192.261,3-Methylphenanthrene,3-Methylphenanthrene,NA,NA,NA,GKYWZUBZZBHZKU-UHFFFAOYSA-N,DTXSID7052731,DTXCID3031319,CC1=CC2=C(C=C1)C=CC1=C2C=CC=C1,NA,"InChI=1S/C15H12/c1-11-6-7-13-9-8-12-4-2-3-5-14(12)15(13)10-11/h2-10H,1H3",NA
chem1496,Arene,NA,1081-77-2,1081772,C15H24,204.357,Nonylbenzene,Nonylbenzene,1-Phenylnonane,NA,NA,LIXVMPBOGDCSRM-UHFFFAOYSA-N,DTXSID7040786,DTXCID408766,CCCCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C15H24/c1-2-3-4-5-6-7-9-12-15-13-10-8-11-14-15/h8,10-11,13-14H,2-7,9,12H2,1H3",NA
chem1497,Arene,NA,6742-54-7,6742547,C17H28,232.411,Undecylbenzene,Undecylbenzene,1-Phenylundecane,NA,NA,XBEADGFTLHRJRB-UHFFFAOYSA-N,DTXSID3029281,DTXCID109281,CCCCCCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C17H28/c1-2-3-4-5-6-7-8-9-11-14-17-15-12-10-13-16-17/h10,12-13,15-16H,2-9,11,14H2,1H3",NA
chem1498,PAH,NA,195-19-7,195197,C18H12,228.294,Benzo[c]phenanthrene,Benzo[c]phenanthrene,NA,NA,NA,TUAHORSUHVUKBD-UHFFFAOYSA-N,DTXSID4075459,DTXCID3036109,C1=CC=C2C(C=CC3=C2C2=CC=CC=C2C=C3)=C1,NA,InChI=1S/C18H12/c1-3-7-16-13(5-1)9-11-15-12-10-14-6-2-4-8-17(14)18(15)16/h1-12H,NA
chem1499,Biphenyl,NA,92-94-4,92944,C18H14,230.31,p-Terphenyl,"1,4-Diphenylbenzene",4-Phenylbiphenyl,NA,NA,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,DTXSID6029121,DTXCID907888,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,NA,InChI=1S/C18H14/c1-3-7-15(8-4-1)17-11-13-18(14-12-17)16-9-5-2-6-10-16/h1-14H,NA
chem1500,Arene,NA,123-01-3,123013,C18H30,246.438,Dodecylbenzene,Dodecylbenzene,NA,NA,NA,KWKXNDCHNDYVRT-UHFFFAOYSA-N,DTXSID7026994,DTXCID706994,CCCCCCCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C18H30/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18/h11,13-14,16-17H,2-10,12,15H2,1H3",NA
chem1501,Arene,NA,123-02-4,123024,C19H32,260.465,Tridecylbenzene,Tridecylbenzene,1-Phenyltridecane,NA,NA,MCVUKOYZUCWLQQ-UHFFFAOYSA-N,DTXSID7040784,DTXCID008786,CCCCCCCCCCCCCC1=CC=CC=C1,NA,"InChI=1S/C19H32/c1-2-3-4-5-6-7-8-9-10-11-13-16-19-17-14-12-15-18-19/h12,14-15,17-18H,2-11,13,16H2,1H3",NA
chem1502,PAH,NA,191-26-4,191264,C22H12,276.338,Anthanthrene,"Dibenzo[def,?mno]?chrysene","Dibenzo[cd,jk]pyrene",NA,NA,YFIJJNAKSZUOLT-UHFFFAOYSA-N,DTXSID9075452,DTXCID9036010,C1=CC2=CC3=CC=C4C=CC=C5C=C6C=CC(=C1)C2=C6C3=C45,NA,InChI=1S/C22H12/c1-3-13-7-9-18-12-16-6-2-4-14-8-10-17-11-15(5-1)19(13)21(18)22(17)20(14)16/h1-12H,NA
chem1503,PAH,NA,135-48-8,135488,C22H14,278.354,Benzo[b]naphthacene,Pentacene,"Dibenz[b,i]anthracene",NA,NA,SLIUAWYAILUBJU-UHFFFAOYSA-N,DTXSID7059648,DTXCID4034281,C1=CC2=CC3=CC4=CC5=CC=CC=C5C=C4C=C3C=C2C=C1,NA,InChI=1S/C22H14/c1-2-6-16-10-20-14-22-12-18-8-4-3-7-17(18)11-21(22)13-19(20)9-15(16)5-1/h1-14H,NA
chem1504,PAH,NA,214-17-5,214175,C22H14,278.354,Benzo[b]chrysene,Benzo[c]tetraphene,"2,3-Benzochrysene",NA,NA,YYGRIGYJXSQDQB-UHFFFAOYSA-N,DTXSID80175664,DTXCID3098155,C1=CC=C2C=C3C(C=CC4=C3C=CC3=CC=CC=C43)=CC2=C1,NA,InChI=1S/C22H14/c1-2-7-17-14-22-18(13-16(17)6-1)10-12-20-19-8-4-3-5-15(19)9-11-21(20)22/h1-14H,NA
chem1505,PAH,NA,194-69-4,194694,C22H14,278.354,Benzo[c]chrysene,Benzo[c]chrysene,"5,6-Benzochrysene",NA,NA,YZWGEMSQAMDWEM-UHFFFAOYSA-N,DTXSID3073894,DTXCID3036072,C1=CC=C2C(C=CC3=C4C(C=CC5=CC=CC=C45)=CC=C23)=C1,NA,InChI=1S/C22H14/c1-3-7-18-15(5-1)11-14-21-20(18)13-12-17-10-9-16-6-2-4-8-19(16)22(17)21/h1-14H,NA
chem1506,PAH,NA,188-52-3,188523,C22H14,278.354,Pentahelicene,"Dibenzo[c,g]phenanthrene","Naphtho[2,1-c]phenanthrene",NA,NA,JKPCLJPYZMKPHM-UHFFFAOYSA-N,DTXSID00172135,DTXCID3094626,C1=CC=C2C(C=CC3=C2C2=C(C=CC4=CC=CC=C24)C=C3)=C1,NA,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-13-14-18-12-10-16-6-2-4-8-20(16)22(18)21(17)19/h1-14H,NA
chem1507,PAH,NA,226-88-0,226880,C22H14,278.354,Benzo[a]?naphthacene,Benzo[a]tetracene,"1,2-Benzonaphthacene",NA,NA,JTRPLRMCBJSBJV-UHFFFAOYSA-N,DTXSID00177120,DTXCID4099611,C1=CC=C2C=C3C=C4C(C=CC5=CC=CC=C45)=CC3=CC2=C1,NA,InChI=1S/C22H14/c1-2-7-17-12-20-14-22-18(13-19(20)11-16(17)6-1)10-9-15-5-3-4-8-21(15)22/h1-14H,NA
chem1508,PAH,NA,192-65-4,192654,C24H14,302.376,"Dibenzo[a,e]pyrene","Naphtho[1,?2,?3,?4-?def]?chrysene","1,2:4,5-Dibenzopyrene",NA,NA,KGHMWBNEMFNJFZ-UHFFFAOYSA-N,DTXSID3052690,DTXCID3031288,C1=CC2=CC3=C4C(C=CC5=C4C(=CC=C5)C4=C3C=CC=C4)=C2C=C1,NA,InChI=1S/C24H14/c1-2-8-17-16(6-1)14-22-19-10-4-3-9-18(19)20-11-5-7-15-12-13-21(17)24(22)23(15)20/h1-14H,NA
chem1509,PAH,NA,191-30-0,191300,C24H14,302.376,"Dibenzo[a,l]pyrene","Dibenzo[def,?p]?chrysene","1,2,9,10-Dibenzopyrene",NA,NA,JNTHRSHGARDABO-UHFFFAOYSA-N,DTXSID9059753,DTXCID4036011,C1=CC=C2C(=C1)C=C1C=CC3=C4C(=CC=C3)C3=CC=CC=C3C2=C14,NA,InChI=1S/C24H14/c1-2-8-18-16(6-1)14-17-13-12-15-7-5-11-20-19-9-3-4-10-21(19)24(18)23(17)22(15)20/h1-14H,NA
chem1510,PAH,NA,191-68-4,191684,C26H16,328.414,"Dibenzo[a,c]triphenylene","Dibenzo[g,p]chrysene","1,2,3,4,5,6,7,8-Tetrabenzonaphthalene",NA,NA,GQDKQZAEQBGVBS-UHFFFAOYSA-N,DTXSID50172620,DTXCID1095111,C1=CC=C2C(=C1)C1=CC=CC=C1C1=C2C2=CC=CC=C2C2=CC=CC=C12,NA,InChI=1S/C26H16/c1-5-13-21-17(9-1)18-10-2-6-14-22(18)26-24-16-8-4-12-20(24)19-11-3-7-15-23(19)25(21)26/h1-16H,NA
chem1511,BPA,NA,6073-11-06,6073116,C15H15BrO2,307.187,Monobromobisphenol A,2-Bromo-4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,2-Bromobisphenol A,MBBPA,NA,VENULINRALIKKV-UHFFFAOYSA-N,DTXSID50976201,DTXCID101403581,CC(C)(C1=CC=C(O)C=C1)C1=CC(Br)=C(O)C=C1,NA,"InChI=1S/C15H15BrO2/c1-15(2,10-3-6-12(17)7-4-10)11-5-8-14(18)13(16)9-11/h3-9,17-18H,1-2H3",NA
chem1512,BPA,NA,29426-78-6,29426786,C15H14Br2O2,386.083,Dibromobisphenol A,"4,4'-(Propane-2,2-diyl)bis(2-bromophenol)","2,2'-Dibromobisphenol A",DiBBPA,NA,CKNCVRMXCLUOJI-UHFFFAOYSA-N,DTXSID80904259,DTXCID401333408,CC(C)(C1=CC(Br)=C(O)C=C1)C1=CC(Br)=C(O)C=C1,NA,"InChI=1S/C15H14Br2O2/c1-15(2,9-3-5-13(18)11(16)7-9)10-4-6-14(19)12(17)8-10/h3-8,18-19H,1-2H3",NA
chem1513,BPA,NA,6386-73-8,6386738,C15H13Br3O2,464.979,Tribromobisphenol A,"2,6-Dibromo-4-[2-(3-bromo-4-hydroxyphenyl)propan-2-yl]phenol",NA,TriBBPA,NA,WYBOEVJIVYIEJL-UHFFFAOYSA-N,DTXSID3064302,DTXCID1044148,CC(C)(C1=CC=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,NA,"InChI=1S/C15H13Br3O2/c1-15(2,8-3-4-13(19)10(16)5-8)9-6-11(17)14(20)12(18)7-9/h3-7,19-20H,1-2H3",NA
chem1514,BPA,NA,79-94-7,79947,C15H12Br4O2,543.875,Tetrabromobisphenol A,"4,4'-(Propane-2,2-diyl)bis(2,6-dibromophenol)","3,3',5,5'-Tetrabromobisphenol A",TBBPA,NA,VEORPZCZECFIRK-UHFFFAOYSA-N,DTXSID1026081,DTXCID406081,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,NA,"InChI=1S/C15H12Br4O2/c1-15(2,7-3-9(16)13(20)10(17)4-7)8-5-11(18)14(21)12(19)6-8/h3-6,20-21H,1-2H3",NA
chem1515,Phenol,NA,118-79-6,118796,C6H3Br3O,330.801,"2,4,6-Tribromophenol","2,4,6-Tribromophenol",Bromol,"2,4,6-TBP",NA,BSWWXRFVMJHFBN-UHFFFAOYSA-N,DTXSID6021959,DTXCID001959,OC1=C(Br)C=C(Br)C=C1Br,NA,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",NA
chem1516,PBDE,NA,218303-99-2,218303992,C12H7Br3O2,422.898,"4-(2,4,6-Tribromo-phenoxy)phenol","4-(2,4,6-Tribromophenoxy)phenol",NA,4'-OH BDE 30,NA,KQJCKZQKSIOOFO-UHFFFAOYSA-N,DTXSID20904258,DTXCID701333407,OC1=CC=C(OC2=C(Br)C=C(Br)C=C2Br)C=C1,NA,"InChI=1S/C12H7Br3O2/c13-7-5-10(14)12(11(15)6-7)17-9-3-1-8(16)2-4-9/h1-6,16H",NA
chem1517,PBDE,NA,218303-98-1,218303981,C12H6Br4O2,501.794,"2-Bromo-4-(2,4,6-tribromo-phenoxy)phenol","2-Bromo-4-(2,4,6-tribromophenoxy)phenol",NA,4'-OH BDE 69,NA,BHDWKJKHGVOAGP-UHFFFAOYSA-N,DTXSID60904257,DTXCID001333406,OC1=C(Br)C=C(OC2=C(Br)C=C(Br)C=C2Br)C=C1,NA,"InChI=1S/C12H6Br4O2/c13-6-3-9(15)12(10(16)4-6)18-7-1-2-11(17)8(14)5-7/h1-5,17H",NA
chem1518,PBDE,NA,91370-78-4,91370784,C12H5Br5O2,580.69,"2,6-Dibromo-4-(2,4,6-tribromophenoxy)phenol","2,6-Dibromo-4-(2,4,6-tribromophenoxy)phenol",NA,4'-OH BDE 121,NA,WVVITAMDLUEXSZ-UHFFFAOYSA-N,DTXSID10847665,DTXCID70798407,OC1=C(Br)C=C(OC2=C(Br)C=C(Br)C=C2Br)C=C1Br,NA,"InChI=1S/C12H5Br5O2/c13-5-1-9(16)12(10(17)2-5)19-6-3-7(14)11(18)8(15)4-6/h1-4,18H",NA
chem1519,Haloalkane,NA,134237-52-8,134237528,C12H18Br6,641.7,?-Hexabromocyclododecane,"(1R,2R,5R,6S,9S,10R)-1,2,5,6,9,10-Hexabromocyclododecane",NA,?-HBCD,NA,DEIGXXQKDWULML-MOCCIAMBSA-N,DTXSID20873773,DTXCID901011996,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,NA,"InChI=1/C12H18Br6/c13-7-1-2-8(14)10(16)5-6-12(18)11(17)4-3-9(7)15/h7-12H,1-6H2/t7-,8-,9-,10+,11-,12+/s2",NA
chem1520,CDF,NA,57117-41-6,57117416,C12H3Cl5O,340.42,"1,2,3,7,8-Pentachlorodibenzofuran","1,2,3,7,8-Pentachlorodibenzo[b,d]furan",NA,PCDF 94,"1,2,3,7,8-PentaCDF",SBMIVUVRFPGOEB-UHFFFAOYSA-N,DTXSID7052234,DTXCID2030805,ClC1=CC2=C(C3=CC(Cl)=C(Cl)C=C3O2)C(Cl)=C1Cl,NA,InChI=1S/C12H3Cl5O/c13-5-1-4-8(2-6(5)14)18-9-3-7(15)11(16)12(17)10(4)9/h1-3H,NA
chem1521,Haloalkane,NA,151-67-7,151677,C2HBrClF3,197.38,Halothane,"2-Bromo-2-chloro-1,1,1-trifluoroethane",NA,NA,NA,BCQZXOMGPXTTIC-UHFFFAOYSA-N,DTXSID4025371,DTXCID605371,FC(F)(F)C(Cl)Br,NA,"InChI=1/C2HBrClF3/c3-1(4)2(5,6)7/h1H",NA
chem1522,Haloalkane,NA,26675-46-7,26675467,C3H2ClF5O,184.49,Isoflurane,"2-Chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",NA,NA,NA,PIWKPBJCKXDKJR-UHFFFAOYSA-N,DTXSID3020752,DTXCID30752,FC(F)OC(Cl)C(F)(F)F,NA,"InChI=1/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",NA
chem1523,Haloalkane,NA,13838-16-9,13838169,C3H2ClF5O,184.49,Enflurane,"2-Chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",NA,NA,NA,JPGQOUSTVILISH-UHFFFAOYSA-N,DTXSID1020562,DTXCID30562,FC(F)OC(F)(F)C(F)Cl,NA,"InChI=1/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",NA
chem1524,Haloalkane,NA,28523-86-6,28523866,C4H3F7O,200.056,Sevoflurane,"1,1,1,3,3,3-Hexafluoro-2-(fluoromethoxy)propane",NA,NA,NA,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,DTXSID8046614,DTXCID6026614,FCOC(C(F)(F)F)C(F)(F)F,NA,"InChI=1S/C4H3F7O/c5-1-12-2(3(6,7)8)4(9,10)11/h2H,1H2",NA
chem1525,Haloalkene,NA,406-90-6,406906,C4H5F3O,126.078,Fluroxene,"(2,2,2-Trifluoroethoxy)ethene",NA,NA,NA,DLEGDLSLRSOURQ-UHFFFAOYSA-N,DTXSID5059957,DTXCID9039789,FC(F)(F)COC=C,NA,"InChI=1S/C4H5F3O/c1-2-8-3-4(5,6)7/h2H,1,3H2",NA
